locus_tag,gene,product,start,end,strand
SPN23F_RS07970,whiA,DNA-binding protein WhiA,1526952,1527863,-
SPN23F_RS07975,,YvcK family protein,1527860,1528837,-
SPN23F_RS07980,rapZ,RNase adapter RapZ,1528834,1529724,-
SPN23F_RS07985,,RidA family protein,1529776,1530156,-
SPN23F_RS07990,yihA,ribosome biogenesis GTP-binding protein YihA/YsxC,1530167,1530754,-
SPN23F_RS07995,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,1530763,1531995,-
SPN23F_RS13590,,hypothetical protein,1532027,1532197,-
SPN23F_RS08005,,dihydrofolate reductase,1532197,1532703,-
SPN23F_RS08010,,Dps family protein,1532833,1533351,-
SPN23F_RS08015,lytC,choline binding-anchored murein hydrolase LytC,1533849,1535354,-
SPN23F_RS08020,tpiA,triose-phosphate isomerase,1535392,1536150,-
SPN23F_RS08025,,DnaD domain-containing protein,1536248,1536925,-
SPN23F_RS08030,metA,homoserine O-acetyltransferase MetA,1536934,1537878,-
SPN23F_RS08035,,adenine phosphoribosyltransferase,1538060,1538572,-
SPN23F_RS08040,,class I SAM-dependent methyltransferase,1538660,1539418,-
SPN23F_RS13295,,hypothetical protein,1539626,1539796,+
SPN23F_RS08050,,ABC transporter ATP-binding protein,1539919,1541049,-
SPN23F_RS08060,,cysteine hydrolase family protein,1541499,1542074,-
SPN23F_RS08065,codY,GTP-sensing pleiotropic transcriptional regulator CodY,1542074,1542862,-
SPN23F_RS08070,,DEAD/DEAH box helicase,1543127,1544701,-
SPN23F_RS08075,,L-lactate MFS transporter,1544900,1546126,-
SPN23F_RS08080,,FAD-containing oxidoreductase,1546319,1547635,+
SPN23F_RS08085,murT,lipid II isoglutaminyl synthase subunit MurT,1547734,1549077,+
SPN23F_RS08090,gatD,lipid II isoglutaminyl synthase subunit GatD,1549077,1549859,+
SPN23F_RS08095,,M24 family metallopeptidase,1549985,1551067,+
SPN23F_RS14260,,GNAT family N-acetyltransferase,1551102,1551263,+
SPN23F_RS13595,,IS3 family transposase,1551391,1552732,-
SPN23F_RS08115,,ECF transporter S component,1552959,1553420,-
SPN23F_RS08120,,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,1553398,1554171,-
SPN23F_RS08125,truA,tRNA pseudouridine(38-40) synthase TruA,1554161,1554910,-
SPN23F_RS08135,,MFS transporter,1555223,1556374,-
SPN23F_RS08140,,Pr6Pr family membrane protein,1556614,1557243,-
SPN23F_RS08145,,zinc ribbon domain-containing protein YjdM,1557246,1557584,-
SPN23F_RS08150,cmk,(d)CMP kinase,1557715,1558386,-
SPN23F_RS08155,,SAG1386/EF1546 family surface-associated protein,1558395,1558871,-
SPN23F_RS12485,,ferredoxin,1558923,1559129,+
SPN23F_RS08165,,glycosyltransferase family 2 protein,1559191,1560144,-
SPN23F_RS08170,galE,UDP-glucose 4-epimerase GalE,1560146,1561165,-
SPN23F_RS14135,,hypothetical protein,1561268,1561396,-
SPN23F_RS08175,,NAD(P)/FAD-dependent oxidoreductase,1561466,1562569,-
SPN23F_RS08180,,Nif3-like dinuclear metal center hexameric protein,1562586,1563383,-
SPN23F_RS08185,,tRNA (adenine(22)-N(1))-methyltransferase,1563370,1564047,-
SPN23F_RS08190,,cation-translocating P-type ATPase,1564149,1566485,-
SPN23F_RS08195,,lysophospholipid acyltransferase family protein,1566618,1567367,+
SPN23F_RS08200,,CadD family cadmium resistance transporter,1567659,1568273,-
SPN23F_RS08205,rpsO,30S ribosomal protein S15,1569088,1569357,-
SPN23F_RS08210,,NAD(P)-dependent oxidoreductase,1569498,1570127,-
SPN23F_RS08215,,hypothetical protein,1570365,1570565,+
SPN23F_RS08220,,nucleoside triphosphate pyrophosphohydrolase family protein,1570996,1571319,+
SPN23F_RS08225,thrS,threonine--tRNA ligase,1571377,1573320,+
SPN23F_RS08230,,HAMP domain-containing histidine kinase,1573369,1574343,-
SPN23F_RS08235,,response regulator transcription factor,1574336,1575013,-
SPN23F_RS08240,,DUF2974 domain-containing protein,1575169,1576242,+
SPN23F_RS08245,,hypothetical protein,1576333,1576635,-
SPN23F_RS08250,,Rrf2 family transcriptional regulator,1576703,1577140,-
SPN23F_RS08255,,metallophosphoesterase family protein,1577216,1578058,-
SPN23F_RS08260,,metal-dependent transcriptional regulator,1578170,1578820,+
SPN23F_RS08270,,nicotinamide mononucleotide transporter,1579017,1579664,+
SPN23F_RS08275,,hypothetical protein,1579795,1580208,+
SPN23F_RS08280,,hypothetical protein,1580227,1580412,+
SPN23F_RS08285,dtd,D-aminoacyl-tRNA deacylase,1580679,1581122,-
SPN23F_RS08290,,RelA/SpoT family protein,1581152,1583374,-
SPN23F_RS08300,,MBL fold metallo-hydrolase,1584370,1584999,+
SPN23F_RS08305,pepO,endopeptidase PepO,1585122,1587014,-
SPN23F_RS08310,,metal ABC transporter ATP-binding protein,1587305,1588027,+
SPN23F_RS08315,,metal ABC transporter permease,1588024,1588872,+
SPN23F_RS08320,psaA,metal ABC transporter substrate-binding lipoprotein/adhesin PsaA,1588904,1589833,+
SPN23F_RS08325,tpx,thiol peroxidase,1589956,1590447,+
SPN23F_RS08330,,ABC transporter permease,1590543,1593251,-
SPN23F_RS08335,,ABC transporter ATP-binding protein,1593253,1593954,-
SPN23F_RS08340,,glycoside hydrolase family 95 protein,1594204,1596615,-
SPN23F_RS08345,,phosphoglycerate mutase,1596668,1597360,-
SPN23F_RS13640,,hypothetical protein,1597411,1597701,-
SPN23F_RS08360,,hypothetical protein,1597895,1598275,-
SPN23F_RS08365,ileS,isoleucine--tRNA ligase,1598678,1601470,-
SPN23F_RS08380,divIVA,cell division protein DivIVA,1601818,1602606,-
SPN23F_RS08385,,YlmH family RNA-binding protein,1602615,1603400,-
SPN23F_RS08390,,YggT family protein,1603397,1603660,-
SPN23F_RS08395,,cell division protein SepF,1603660,1604199,-
SPN23F_RS08400,,YggS family pyridoxal phosphate-dependent enzyme,1604209,1604880,-
SPN23F_RS08405,ftsZ,cell division protein FtsZ,1604885,1606144,-
SPN23F_RS08410,ftsA,cell division protein FtsA,1606161,1607534,-
SPN23F_RS08415,,YwaF family protein,1607753,1608457,-
SPN23F_RS08420,,NUDIX hydrolase N-terminal domain-containing protein,1608548,1609159,-
SPN23F_RS08425,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,1609146,1610519,-
SPN23F_RS08430,,D-alanine--D-alanine ligase,1610603,1611646,-
SPN23F_RS08435,recR,recombination mediator RecR,1611822,1612418,-
SPN23F_RS08440,pbp2b,penicillin-binding protein 2B,1612429,1614486,-
SPN23F_RS08445,,MurR/RpiR family transcriptional regulator,1614680,1615531,+
SPN23F_RS08450,,ROK family protein,1615547,1616431,-
SPN23F_RS08455,,dihydrodipicolinate synthase family protein,1616449,1617366,-
SPN23F_RS08460,,YesL family protein,1617535,1618179,-
SPN23F_RS13955,,hypothetical protein,1618262,1618456,-
SPN23F_RS08470,,hypothetical protein,1618466,1618810,-
SPN23F_RS08475,,NanQ anomerase/TabA/YiaL family protein,1618907,1619359,-
SPN23F_RS08480,,carbohydrate ABC transporter permease,1619631,1620470,-
SPN23F_RS08485,,carbohydrate ABC transporter permease,1620486,1621352,-
SPN23F_RS08490,,ABC transporter substrate-binding protein,1621605,1622933,-
SPN23F_RS08495,,PTS transporter subunit EIIC,1623058,1624575,-
SPN23F_RS08500,,N-acetylmannosamine-6-phosphate 2-epimerase,1624594,1625292,-
SPN23F_RS08505,,Gfo/Idh/MocA family protein,1625466,1626569,-
SPN23F_RS08510,nanB,neuraminidase NanB,1626581,1628674,-
SPN23F_RS08515,,carbohydrate ABC transporter permease,1628692,1629525,-
SPN23F_RS08520,,carbohydrate ABC transporter permease,1629525,1630409,-
SPN23F_RS08525,,ABC transporter substrate-binding protein,1630488,1631825,-
SPN23F_RS08530,,YhcH/YjgK/YiaL family protein,1631844,1632296,-
SPN23F_RS08535,nanA,LPXTG-anchored neuraminidase NanA,1633310,1636207,-
SPN23F_RS08540,,hypothetical protein,1636495,1636722,-
SPN23F_RS13300,,hypothetical protein,1637078,1637398,+
SPN23F_RS08550,,acetylxylan esterase,1637752,1638732,-
SPN23F_RS08555,recG,ATP-dependent DNA helicase RecG,1639049,1641064,-
SPN23F_RS08560,alr,alanine racemase,1641083,1642186,-
SPN23F_RS08565,acpS,holo-ACP synthase,1642176,1642538,-
SPN23F_RS08570,,3-deoxy-7-phosphoheptulonate synthase,1642583,1643614,-
SPN23F_RS08575,,3-deoxy-7-phosphoheptulonate synthase,1643616,1644647,-
SPN23F_RS08580,secA,preprotein translocase subunit SecA,1644728,1647241,-
SPN23F_RS08585,,hypothetical protein,1647387,1647674,-
SPN23F_RS08590,,ABC transporter ATP-binding protein,1647702,1648334,-
SPN23F_RS08595,,hypothetical protein,1648338,1648979,-
SPN23F_RS08600,,hypothetical protein,1648972,1649763,-
SPN23F_RS08605,,hypothetical protein,1649785,1650177,-
SPN23F_RS08610,rgg1518,Rgg/GadR/MutR family transcriptional regulator Rgg1518,1650504,1651355,+
SPN23F_RS08615,,hypothetical protein,1651587,1651937,-
SPN23F_RS08620,,hypothetical protein,1652077,1652412,-
SPN23F_RS08625,der,ribosome biogenesis GTPase Der,1652500,1653810,-
SPN23F_RS08630,,NADPH-dependent oxidoreductase,1653824,1654537,-
SPN23F_RS08635,dnaI,primosomal protein DnaI,1654534,1655430,-
SPN23F_RS08640,,DnaD domain protein,1655431,1656600,-
SPN23F_RS08645,nrdR,transcriptional regulator NrdR,1656601,1657074,-
SPN23F_RS08650,,GntR family transcriptional regulator,1657214,1657579,+
SPN23F_RS08655,,ABC transporter ATP-binding protein,1657584,1658279,+
SPN23F_RS08660,,membrane protein,1658296,1659063,+
SPN23F_RS08665,,ABC transporter permease,1659416,1660615,-
SPN23F_RS08670,,ABC transporter ATP-binding protein,1660612,1661505,-
SPN23F_RS13960,,hypothetical protein,1661628,1661819,+
SPN23F_RS13060,,IS30 family transposase,1662212,1662400,+
SPN23F_RS08685,,TVP38/TMEM64 family protein,1662815,1663432,+
SPN23F_RS08690,scrK,fructokinase ScrK,1663752,1664639,-
SPN23F_RS08695,,sucrose-specific PTS transporter subunit IIBC,1664788,1666671,-
SPN23F_RS08705,,sucrose-6-phosphate hydrolase,1667048,1668502,+
SPN23F_RS08710,,LacI family DNA-binding transcriptional regulator,1668483,1669448,+
SPN23F_RS08715,,hydroxymethylglutaryl-CoA reductase%2C degradative,1669483,1670757,-
SPN23F_RS08720,,hydroxymethylglutaryl-CoA synthase,1670757,1671929,-
SPN23F_RS08725,,hypothetical protein,1672060,1672308,-
SPN23F_RS12525,,IS5 family transposase,1672376,1673001,-
SPN23F_RS08740,,threonine/serine exporter family protein,1673063,1673512,-
SPN23F_RS08745,,threonine/serine exporter family protein,1673514,1674272,-
SPN23F_RS08750,stkP,serine/threonine-protein kinase StkP,1674387,1676366,-
SPN23F_RS08755,,Stp1/IreP family PP2C-type Ser/Thr phosphatase,1676363,1677103,-
SPN23F_RS08760,rsmB,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,1677118,1678431,-
SPN23F_RS08765,fmt,methionyl-tRNA formyltransferase,1678424,1679359,-
SPN23F_RS08770,,primosomal protein N',1679372,1681768,-
SPN23F_RS08775,rpoZ,DNA-directed RNA polymerase subunit omega,1681834,1682148,-
SPN23F_RS08780,gmk,guanylate kinase,1682173,1682799,-
SPN23F_RS08785,,ribonuclease Y,1682929,1684542,-
SPN23F_RS08790,,recombinase family protein,1684624,1684875,-
SPN23F_RS08795,,DUF6994 family protein,1685025,1685783,-
SPN23F_RS13600,,hypothetical protein,1685799,1685939,-
SPN23F_RS14225,,KilA-N domain-containing protein,1685893,1686396,-
SPN23F_RS14265,,restriction endonuclease,1686402,1686527,-
SPN23F_RS12540,,transposase,1686613,1687508,-
SPN23F_RS08820,,nucleotidyltransferase,1687632,1688729,-
SPN23F_RS08825,,class I SAM-dependent DNA methyltransferase,1688739,1689479,-
SPN23F_RS08830,rsfS,ribosome silencing factor,1689799,1690152,-
SPN23F_RS08835,,cysteine hydrolase family protein,1690165,1690665,-
SPN23F_RS08840,yqeK,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK,1690666,1691259,-
SPN23F_RS08845,,nicotinate-nucleotide adenylyltransferase,1691259,1691888,-
SPN23F_RS08850,yhbY,ribosome assembly RNA-binding protein YhbY,1691940,1692251,-
SPN23F_RS08855,yqeH,ribosome biogenesis GTPase YqeH,1692451,1693557,-
SPN23F_RS08860,,YqeG family HAD IIIA-type phosphatase,1693560,1694087,-
SPN23F_RS08865,,magnesium transporter CorA family protein,1694102,1695010,-
SPN23F_RS08870,,mechanosensitive ion channel family protein,1695067,1695627,-
SPN23F_RS08875,sstT,serine/threonine transporter SstT,1695766,1696975,+
SPN23F_RS08880,,aromatic acid exporter family protein,1697043,1697996,+
SPN23F_RS13970,,hypothetical protein,1698019,1698621,-
SPN23F_RS08890,asp5,accessory Sec system protein Asp5,1698682,1698906,-
SPN23F_RS08895,asp4,accessory Sec system protein Asp4,1698911,1699090,-
SPN23F_RS08900,gtfB,accessory Sec system glycosylation chaperone GtfB,1699092,1700429,-
SPN23F_RS08905,gtfA,accessory Sec system glycosyltransferase GtfA,1700422,1701933,-
SPN23F_RS08910,secA2,accessory Sec system translocase SecA2,1701945,1704317,-
SPN23F_RS08915,asp3,accessory Sec system protein Asp3,1704310,1704750,-
SPN23F_RS08920,asp2,accessory Sec system protein Asp2,1704747,1706282,-
SPN23F_RS08925,asp1,accessory Sec system protein Asp1,1706266,1707846,-
SPN23F_RS08930,secY2,accessory Sec system protein translocase subunit SecY2,1707856,1709073,-
SPN23F_RS08935,,glycosyltransferase family 2 protein,1709130,1710035,-
SPN23F_RS08940,,glycosyltransferase family 8 protein,1710035,1711231,-
SPN23F_RS08945,,glycosyltransferase,1711240,1712460,-
SPN23F_RS08950,,glycosyltransferase family 2 protein,1712485,1713369,-
SPN23F_RS08955,,SP 1767 family glycosyltransferase,1713366,1715819,-
SPN23F_RS08960,,sugar transferase,1715829,1716867,-
SPN23F_RS08965,,glycosyltransferase family 2 protein,1716896,1717772,-
SPN23F_RS08975,,glycosyltransferase family 8 protein,1717777,1718991,-
SPN23F_RS08980,,glycosyltransferase,1719298,1721382,-
SPN23F_RS14305,,LPXTG cell wall anchor domain-containing protein,1721443,1721520,-
SPN23F_RS12555,,accessory Sec-dependent serine-rich glycoprotein adhesin,1725034,1734897,-
SPN23F_RS08995,,IS630 transposase-related protein,1735116,1735595,-
SPN23F_RS14270,,IS630 transposase-related protein,1735562,1735705,-
SPN23F_RS09000,,MarR family transcriptional regulator,1735974,1736354,+
SPN23F_RS09005,,DUF4649 family protein,1736453,1736674,+
SPN23F_RS09010,trxA,thioredoxin,1736691,1737005,+
SPN23F_RS09015,queF,preQ(1) synthase,1737312,1737845,+
SPN23F_RS13435,,hypothetical protein,1737907,1738164,+
SPN23F_RS09025,,MIP/aquaporin family protein,1738189,1738857,-
SPN23F_RS09030,,DUF2785 domain-containing protein,1738968,1739759,-
SPN23F_RS13440,,hypothetical protein,1739827,1739973,-
SPN23F_RS09040,pepF,oligoendopeptidase F,1740006,1741802,-
SPN23F_RS09045,,16S rRNA (uracil(1498)-N(3))-methyltransferase,1741813,1742556,-
SPN23F_RS09050,prmA,50S ribosomal protein L11 methyltransferase,1742558,1743508,-
SPN23F_RS09055,,AbiH family protein,1743523,1744539,-
SPN23F_RS09060,,S8 family peptidase,1744590,1746773,-
SPN23F_RS09065,,ATP-binding protein,1746835,1747869,-
SPN23F_RS09070,,NUDIX hydrolase,1747988,1748137,-
SPN23F_RS09075,,site-2 protease family protein,1748118,1749206,-
SPN23F_RS09080,,DUF3013 family protein,1749225,1749695,-
SPN23F_RS09085,,type II toxin-antitoxin system HicB family antitoxin,1749986,1750438,-
SPN23F_RS09090,,type II toxin-antitoxin system HicA family toxin,1750475,1750654,-
SPN23F_RS09095,,hypothetical protein,1750791,1750970,-
SPN23F_RS09100,,hypothetical protein,1751135,1751374,-
SPN23F_RS09105,,replication-associated recombination protein A,1751644,1752915,+
SPN23F_RS09115,,glycoside hydrolase family 32 protein,1753460,1754779,-
SPN23F_RS09120,,ABC transporter substrate-binding protein,1754789,1756405,-
SPN23F_RS09125,,carbohydrate ABC transporter permease,1756434,1757324,-
SPN23F_RS09130,,ABC transporter permease,1757335,1758252,-
SPN23F_RS09135,,LacI family DNA-binding transcriptional regulator,1758403,1759404,-
SPN23F_RS09140,mgaSpn,virulence factor transcriptional regulator MgaSpn,1759766,1761247,-
SPN23F_RS09145,,GlsB/YeaQ/YmgE family stress response membrane protein,1761690,1761854,+
SPN23F_RS09150,amaP,alkaline shock response membrane anchor protein AmaP,1761938,1762504,+
SPN23F_RS09155,,DUF2273 domain-containing protein,1762516,1762686,+
SPN23F_RS09160,,Asp23/Gls24 family envelope stress response protein,1762725,1763333,+
SPN23F_RS09165,,CsbD family protein,1763364,1763567,+
SPN23F_RS09170,,transposase,1763678,1763950,-
SPN23F_RS12575,,IS30 family transposase,1764247,1764543,+
SPN23F_RS09180,,sulfite exporter TauE/SafE family protein,1764824,1765594,-
SPN23F_RS09185,,formylglycine-generating enzyme family protein,1765609,1766457,-
SPN23F_RS09190,,manganese-dependent arylsulfatase,1766454,1767929,-
SPN23F_RS09195,,PTS sugar transporter subunit IIC,1768252,1769607,-
SPN23F_RS09200,,PTS lactose/cellobiose transporter subunit IIA,1769617,1769934,-
SPN23F_RS09205,,PTS sugar transporter subunit IIB,1769951,1770268,-
SPN23F_RS09210,,DUF7916 family protein,1770283,1771179,-
SPN23F_RS09215,,PTS sugar transporter subunit IIC,1771182,1772444,-
SPN23F_RS09220,,ROK family transcriptional regulator,1772724,1773902,+
SPN23F_RS09225,,GNAT family N-acetyltransferase,1774178,1774585,-
SPN23F_RS09230,,prepilin peptidase,1774655,1775314,+
SPN23F_RS09235,,spr1629 family repressor/antitoxin,1775366,1776517,-
SPN23F_RS09240,,spr1630 family ClpXP-sensitive toxin,1776532,1777263,-
SPN23F_RS12580,,prepilin peptidase,1777444,1777593,+
SPN23F_RS09245,trpA,tryptophan synthase subunit alpha,1777565,1778341,-
SPN23F_RS09250,trpB,tryptophan synthase subunit beta,1778334,1779557,-
SPN23F_RS09255,,phosphoribosylanthranilate isomerase,1779535,1780134,-
SPN23F_RS09260,trpC,indole-3-glycerol phosphate synthase TrpC,1780121,1780888,-
SPN23F_RS09265,trpD,anthranilate phosphoribosyltransferase,1780885,1781889,-
SPN23F_RS09270,,aminodeoxychorismate/anthranilate synthase component II,1781900,1782466,-
SPN23F_RS09275,trpE,anthranilate synthase component I,1782463,1783824,-
SPN23F_RS13645,,hypothetical protein,1784196,1784339,-
SPN23F_RS09285,,LacI family DNA-binding transcriptional regulator,1785009,1786010,-
SPN23F_RS09290,,hypothetical protein,1786118,1786486,-
SPN23F_RS09295,,MgtC/SapB family protein,1786582,1787292,-
SPN23F_RS09300,,ABC transporter permease,1787295,1788986,-
SPN23F_RS09305,,ABC transporter ATP-binding protein,1788998,1790008,-
SPN23F_RS09310,,extracellular solute-binding protein,1790112,1791179,-
SPN23F_RS09315,,DUF1868 domain-containing protein,1791204,1791863,-
SPN23F_RS09320,galE,UDP-glucose 4-epimerase GalE,1792073,1793053,-
SPN23F_RS09325,galT,UDP-glucose--hexose-1-phosphate uridylyltransferase,1793066,1794541,-
SPN23F_RS09330,,phosphate signaling complex PhoU family protein,1794554,1795195,-
SPN23F_RS13975,,PP2C family serine/threonine-protein phosphatase,1795253,1795636,-
SPN23F_RS09340,,hypothetical protein,1795808,1796104,-
SPN23F_RS09345,pfbA,multi-ligand-binding adhesin PfbA,1796088,1798247,-
SPN23F_RS09350,,hypothetical protein,1798527,1798757,-
SPN23F_RS09360,,DegT/DnrJ/EryC1/StrS family aminotransferase,1799378,1800604,-
SPN23F_RS09365,,sugar transferase,1800647,1801339,-
SPN23F_RS09370,,ABC transporter ATP-binding protein,1801512,1803263,-
SPN23F_RS09375,,ABC transporter ATP-binding protein,1803253,1804998,-
SPN23F_RS09380,,DUF421 domain-containing protein,1805207,1805650,-
SPN23F_RS13320,,DUF3290 family protein,1805653,1806109,-
SPN23F_RS09395,,exodeoxyribonuclease III,1806243,1807070,+
SPN23F_RS12600,,glyoxalase,1807082,1807177,+
SPN23F_RS09400,,VOC family protein,1807225,1807464,+
SPN23F_RS09405,,xanthine phosphoribosyltransferase,1808342,1808923,+
SPN23F_RS09410,,nucleobase:cation symporter-2 family protein,1808923,1810185,+
SPN23F_RS09415,,Sau3AI family type II restriction endonuclease,1810240,1811730,-
SPN23F_RS09420,dcm,DNA (cytosine-5-)-methyltransferase,1811847,1813112,+
SPN23F_RS09425,,PaaI family thioesterase,1813158,1813562,-
SPN23F_RS09430,,UDP-glucose--hexose-1-phosphate uridylyltransferase,1813632,1815113,-
SPN23F_RS09435,,galactokinase,1815132,1816310,-
SPN23F_RS09440,galR,DNA-binding transcriptional regulator GalR,1816475,1817482,+
SPN23F_RS09445,,zinc-binding dehydrogenase,1817528,1818565,-
SPN23F_RS09450,nmlR,stress response transcriptional regulator NmlR,1818566,1818919,-
SPN23F_RS09455,czcD,cation diffusion facilitator family transporter CzcD,1819163,1820053,-
SPN23F_RS09460,sczA,TetR/AcrR family transcriptional regulator SczA,1820186,1820722,+
SPN23F_RS09465,pnuC,nicotinamide riboside transporter PnuC,1820889,1821695,-
SPN23F_RS09470,,ABC transporter permease/substrate-binding protein,1822040,1823560,-
SPN23F_RS09475,,ATP-binding cassette domain-containing protein,1823553,1824281,-
SPN23F_RS09480,,nuclear transport factor 2 family protein,1824296,1825060,-
SPN23F_RS09485,,MarR family winged helix-turn-helix transcriptional regulator,1825064,1825507,-
SPN23F_RS09490,,bacteriocin immunity family protein,1826189,1826485,-
SPN23F_RS09495,pepA,glutamyl aminopeptidase,1826507,1827571,-
SPN23F_RS09500,galE,UDP-glucose 4-epimerase GalE,1827972,1828673,+
SPN23F_RS09505,,hypothetical protein,1828689,1828799,+
SPN23F_RS09510,,ABC transporter permease,1829096,1830055,+
SPN23F_RS09515,,iron chelate uptake ABC transporter family permease subunit,1830045,1831001,+
SPN23F_RS09520,,iron ABC transporter ATP-binding protein,1830998,1831750,+
SPN23F_RS09525,,siderophore ABC transporter substrate-binding protein,1831846,1832811,+
SPN23F_RS09530,yidD,membrane protein insertion efficiency factor YidD,1833036,1833278,-
SPN23F_RS09535,,pseudouridine synthase,1833278,1834000,-
SPN23F_RS09540,scpB,SMC-Scp complex subunit ScpB,1833987,1834556,-
SPN23F_RS09545,,segregation/condensation protein A,1834575,1835303,-
SPN23F_RS09550,xerD,site-specific tyrosine recombinase XerD,1835303,1836037,-
SPN23F_RS09555,cbpB,cyclic-di-AMP-binding protein CbpB,1836034,1836495,-
SPN23F_RS09560,,metallophosphoesterase,1836492,1837013,-
SPN23F_RS09565,,nucleoside-triphosphate diphosphatase,1836989,1837999,-
SPN23F_RS09570,racE,glutamate racemase,1837957,1838751,-
SPN23F_RS09575,,YneF family protein,1838958,1839206,-
SPN23F_RS09580,treC,alpha%2Calpha-phosphotrehalase,1839462,1841087,-
SPN23F_RS09585,treP,PTS system trehalose-specific EIIBC component,1841265,1843232,-
SPN23F_RS09590,treR,trehalose operon repressor,1843417,1844127,+
SPN23F_RS09595,,ABC transporter ATP-binding protein,1844160,1844963,-
SPN23F_RS09600,,ABC transporter permease,1844976,1845869,-
SPN23F_RS09605,,ABC transporter substrate-binding protein,1845881,1846690,-
SPN23F_RS09610,,ATP-binding cassette domain-containing protein,1847309,1848235,-
SPN23F_RS09615,,ABC transporter ATP-binding protein,1848246,1849313,-
SPN23F_RS09620,oppC,oligopeptide ABC transporter permease OppC,1849322,1850248,-
SPN23F_RS09625,,ABC transporter permease,1850248,1851744,-
SPN23F_RS09635,,peptide ABC transporter substrate-binding protein,1851811,1853790,-
SPN23F_RS09640,,O-antigen ligase family protein,1854476,1855669,-
SPN23F_RS09645,gtfA,sucrose phosphorylase,1855807,1857249,-
SPN23F_RS13980,,hypothetical protein,1857433,1857600,-
SPN23F_RS09655,,carbohydrate ABC transporter permease,1857607,1858440,-
SPN23F_RS09660,,carbohydrate ABC transporter permease,1858454,1859320,-
SPN23F_RS09665,,extracellular solute-binding protein,1859334,1860593,-
SPN23F_RS09670,,alpha-galactosidase,1860685,1862847,-
SPN23F_RS09675,,AraC family transcriptional regulator,1862955,1863815,+
SPN23F_RS09680,birA,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,1863812,1864747,+
SPN23F_RS12620,,transposase,1864893,1866199,+
SPN23F_RS09805,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,1873080,1874435,-
SPN23F_RS09810,recX,recombination regulator RecX,1874473,1875249,+
SPN23F_RS09815,ntdP,nucleoside tri-diphosphate phosphatase,1875338,1875871,+
SPN23F_RS13450,,Rgg family transcriptional regulator,1876229,1876435,-
SPN23F_RS12630,,ISL3 family transposase,1876595,1877921,+
SPN23F_RS09840,groL,chaperonin GroEL,1878020,1879642,-
SPN23F_RS09845,groES,co-chaperone GroES,1879658,1879942,-
SPN23F_RS09850,,single-stranded DNA-binding protein,1880098,1880493,-
SPN23F_RS09855,,SDR family NAD(P)-dependent oxidoreductase,1880571,1881332,-
SPN23F_RS09860,ytpR,YtpR family tRNA-binding protein,1881374,1882000,-
SPN23F_RS09865,,thioredoxin family protein,1882016,1882333,-
SPN23F_RS09870,,DUF4651 domain-containing protein,1882330,1882629,-
SPN23F_RS13985,,hypothetical protein,1882827,1882907,-
SPN23F_RS09875,,cell wall-binding protein,1882914,1883105,-
SPN23F_RS09880,,LiaF transmembrane domain-containing protein,1883266,1883940,-
SPN23F_RS09885,,LytTR family DNA-binding domain-containing protein,1883946,1884392,-
SPN23F_RS09890,,phosphatase PAP2 family protein,1884506,1885009,-
SPN23F_RS09895,,DUF2200 domain-containing protein,1885006,1885368,-
SPN23F_RS13990,,ABC transporter ATP-binding protein,1885434,1886465,-
SPN23F_RS13995,,ABC transporter permease,1886472,1887293,-
SPN23F_RS09915,,MarR family winged helix-turn-helix transcriptional regulator,1887309,1887780,-
SPN23F_RS09920,,YebC/PmpR family DNA-binding transcriptional regulator,1887904,1888620,-
SPN23F_RS09925,ply,cholesterol-dependent cytolysin pneumolysin,1889503,1890918,-
SPN23F_RS09930,,hypothetical protein,1890929,1891339,-
SPN23F_RS09935,,hypothetical protein,1891332,1891940,-
SPN23F_RS09940,,DUF4231 domain-containing protein,1891953,1892411,-
SPN23F_RS12655,,IS5 family transposase,1892536,1893339,+
SPN23F_RS09955,,hypothetical protein,1894103,1894363,-
SPN23F_RS09960,,hypothetical protein,1894422,1894973,-
SPN23F_RS09965,,hypothetical protein,1894963,1895160,-
SPN23F_RS09970,,hypothetical protein,1895164,1895958,-
SPN23F_RS09975,,hypothetical protein,1896366,1896791,-
SPN23F_RS09980,,ImmA/IrrE family metallo-endopeptidase,1896920,1897279,-
SPN23F_RS09985,,hypothetical protein,1897325,1897531,-
SPN23F_RS09990,,helix-turn-helix domain-containing protein,1897518,1897679,-
SPN23F_RS09995,lytA,N-acetylmuramoyl-L-alanine amidase LytA,1898038,1898994,-
SPN23F_RS10000,,MATE family efflux transporter,1899370,1900740,-
SPN23F_RS10005,recA,recombinase RecA,1901047,1902213,-
SPN23F_RS10010,,competence/damage-inducible protein A,1902268,1903524,-
SPN23F_RS10015,lytR,glycopolymer--peptidoglycan transferase LytR,1903609,1904625,-
SPN23F_RS10020,,GNAT family N-acetyltransferase,1904633,1905151,-
SPN23F_RS10025,tsaE,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,1905141,1905584,-
